,MovieID,Title,Genres,MovieIDm,Year,1,2,3,4,5,n_5_star,n_4_star,n_ratings,WeightedScore
2007,2188,54 (1998),Drama,m2188,1998,30,74,94,49,12,12,49,320,84.7
3505,3747,Jesus' Son (1999),Drama,m3747,1999,6,9,38,58,37,37,58,243,84.5
2211,2404,Rambo III (1988),Action|War,m2404,1988,78,96,82,36,9,9,36,346,84.5
3411,3653,"Endless Summer, The (1966)",Documentary,m3653,1966,0,11,42,63,33,33,63,245,84.4
3019,3243,Encino Man (1992),Comedy,m3243,1992,60,81,103,43,6,6,43,342,84.30000000000001
1852,2033,"Black Cauldron, The (1985)",Animation|Children's,m2033,1985,17,36,68,55,24,24,55,279,84.30000000000001
3174,3405,"Night to Remember, A (1958)",Action|Drama,m3405,1958,1,4,42,62,35,35,62,241,84.3
688,719,Multiplicity (1996),Comedy,m719,1996,22,69,80,56,12,12,56,307,84.2
87,89,Nick of Time (1995),Action|Thriller,m89,1995,13,37,105,68,6,6,68,303,84.0
758,804,She's the One (1996),Comedy|Romance,m804,1996,21,42,98,65,7,7,65,305,84.0
2145,2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,m2338,1998,107,78,65,33,12,12,33,340,83.9
3577,3821,Nutty Professor II: The Klumps (2000),Comedy,m3821,2000,55,56,74,49,14,14,49,311,83.9
361,371,"Paper, The (1994)",Comedy|Drama,m371,1994,9,34,91,66,12,12,66,290,83.8
197,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,m203,1995,29,28,67,61,18,18,61,282,83.7
3242,3475,"Place in the Sun, A (1951)",Drama|Romance,m3475,1951,0,7,28,62,37,37,62,233,83.69999999999999
1617,1783,Palmetto (1998),Film-Noir|Mystery|Thriller,m1783,1998,21,58,65,68,8,8,68,296,83.6
2458,2660,"Thing From Another World, The (1951)",Sci-Fi,m2660,1951,5,11,26,44,49,49,44,228,83.30000000000001
476,490,Malice (1993),Thriller,m490,1993,7,27,64,73,14,14,73,272,83.30000000000001
1010,1082,"Candidate, The (1972)",Drama,m1082,1972,0,9,48,77,20,20,77,251,83.3
1925,2106,Swing Kids (1993),Drama|War,m2106,1993,12,29,62,56,26,26,56,267,83.2
502,516,Renaissance Man (1994),Comedy|Drama|War,m516,1994,22,63,101,49,13,13,49,310,83.2
2716,2924,Drunken Master (Zui quan) (1979),Action|Comedy,m2924,1979,6,6,25,53,43,43,53,229,83.2
928,991,Michael Collins (1996),Drama|War,m991,1996,4,12,63,73,18,18,73,261,83.1
2431,2633,"Mummy, The (1932)",Horror|Romance,m2633,1932,11,14,51,49,37,37,49,248,82.80000000000001
3559,3802,Freejack (1992),Action|Sci-Fi,m3802,1992,59,106,97,37,5,5,37,346,82.8
182,188,"Prophecy, The (1995)",Horror,m188,1995,18,26,66,56,24,24,56,270,82.8
821,879,"Relic, The (1997)",Horror,m879,1997,30,60,82,51,14,14,51,302,82.7
207,213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,m213,1994,4,7,16,47,49,49,47,219,82.4
2863,3078,Liberty Heights (1999),Drama,m3078,1999,3,12,48,65,27,27,65,247,82.4
1432,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,m1556,1997,153,126,70,18,0,0,18,385,82.4
1619,1785,King of New York (1990),Action|Crime,m1785,1990,8,16,70,70,16,16,70,266,82.2
1686,1866,"Big Hit, The (1998)",Action|Comedy,m1866,1998,29,26,54,59,21,21,59,269,82.0
2181,2374,Gung Ho (1986),Comedy|Drama,m2374,1986,13,60,108,57,6,6,57,307,81.5
2194,2387,Very Bad Things (1998),Comedy|Crime,m2387,1998,50,37,62,48,20,20,48,285,81.4
1811,1991,Child's Play (1988),Horror,m1991,1988,42,63,73,46,15,15,46,300,81.3
3247,3480,Lucas (1986),Drama,m3480,1986,3,11,50,68,23,23,68,246,81.1
3543,3786,But I'm a Cheerleader (1999),Comedy,m3786,1999,16,22,65,62,19,19,62,265,81.1
1011,1083,"Great Race, The (1965)",Comedy|Musical,m1083,1965,3,17,58,62,24,24,62,250,80.6
942,1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,m1007,1975,19,39,109,58,7,7,58,297,80.30000000000001
3354,3594,Center Stage (2000),Drama,m3594,2000,12,22,69,57,22,22,57,261,80.3
1559,1699,"Butcher Boy, The (1998)",Drama,m1699,1998,8,23,38,55,31,31,55,241,80.2
1088,1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,m1176,1991,2,10,26,47,44,44,47,220,80.1
2404,2606,Idle Hands (1999),Comedy|Horror,m2606,1999,50,44,42,55,16,16,55,278,80.1
2312,2506,"Other Sister, The (1999)",Comedy|Drama|Romance,m2506,1999,15,21,41,65,21,21,65,249,79.80000000000001
3180,3412,"Bear, The (1988)",Adventure,m3412,1988,8,23,64,56,24,24,56,255,79.8
1789,1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror,m1969,1985,82,78,68,36,10,10,36,320,79.8
1940,2121,Cujo (1983),Horror|Thriller,m2121,1983,33,68,87,46,11,11,46,302,79.7
290,299,Priest (1994),Drama,m299,1994,4,16,32,63,28,28,63,234,79.7
3353,3593,Battlefield Earth (2000),Action|Sci-Fi,m3593,2000,221,57,43,18,3,3,18,363,79.50000000000001
2610,2815,Iron Eagle (1986),Action|War,m2815,1986,42,79,101,45,4,4,45,320,79.5
1102,1191,Madonna: Truth or Dare (1991),Documentary,m1191,1991,17,38,85,53,16,16,53,278,79.5
2815,3029,Nighthawks (1981),Action|Drama,m3029,1981,3,33,77,63,14,14,63,267,79.30000000000001
1098,1187,Passion Fish (1992),Drama,m1187,1992,3,10,43,69,22,22,69,238,79.3
2670,2877,Tommy (1975),Drama|Musical,m2877,1975,20,40,83,53,15,15,53,279,79.2
1888,2069,"Trip to Bountiful, The (1985)",Drama,m2069,1985,4,6,43,50,37,37,50,227,78.9
2552,2757,Frances (1982),Drama,m2757,1982,0,7,34,70,24,24,70,229,78.80000000000001
2118,2310,"Mighty, The (1998)",Drama,m2310,1998,2,10,30,63,29,29,63,226,78.6
42,43,Restoration (1995),Drama,m43,1995,4,20,59,64,19,19,64,249,78.5
2822,3036,Quest for Fire (1981),Adventure,m3036,1981,16,29,51,55,23,23,55,252,78.4
703,737,Barb Wire (1996),Action|Sci-Fi,m737,1996,125,82,59,27,7,7,27,334,78.39999999999999
2441,2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,m2643,1987,149,99,63,14,7,7,14,353,78.30000000000001
2965,3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary,m3182,1999,4,4,25,51,40,40,51,215,78.3
2798,3011,"They Shoot Horses, Don't They? (1969)",Drama,m3011,1969,3,15,44,62,25,25,62,236,78.3
2814,3028,"Taming of the Shrew, The (1967)",Comedy,m3028,1967,3,12,39,46,39,39,46,224,78.1
523,537,Sirens (1994),Comedy|Drama,m537,1994,13,38,89,54,13,13,54,274,77.5
1301,1401,Ghosts of Mississippi (1996),Drama,m1401,1996,5,12,64,58,23,23,58,243,77.5
1887,2068,Fanny and Alexander (1982),Drama,m2068,1982,3,8,29,49,39,39,49,216,77.4
1762,1942,All the King's Men (1949),Drama,m1942,1949,1,3,22,58,35,35,58,212,77.30000000000001
724,762,Striptease (1996),Comedy|Crime,m762,1996,86,107,71,32,2,2,32,332,77.0
2158,2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,m2351,1957,5,1,19,27,59,59,27,197,77.0
3679,3926,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,m3926,1961,2,20,81,65,12,12,65,257,76.9
1255,1353,"Mirror Has Two Faces, The (1996)",Comedy|Romance,m1353,1996,25,24,68,52,19,19,52,259,76.9
795,848,"Spitfire Grill, The (1996)",Drama,m848,1996,10,17,47,59,23,23,59,238,76.8
2672,2879,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy,m2879,1990,6,13,66,57,22,22,57,243,76.7
13,14,Nixon (1995),Drama,m14,1995,3,13,52,68,17,17,68,238,76.5
1678,1858,Mr. Nice Guy (1997),Action|Comedy,m1858,1997,13,21,60,63,15,15,63,250,76.4
3678,3925,Stranger Than Paradise (1984),Comedy,m3925,1984,4,9,22,55,34,34,55,213,76.1
3048,3272,Bad Lieutenant (1992),Crime|Drama,m3272,1992,17,27,52,54,21,21,54,246,75.9
1013,1085,"Old Man and the Sea, The (1958)",Adventure|Drama,m1085,1958,3,10,31,56,31,31,56,218,75.9
2030,2212,"Man Who Knew Too Much, The (1934)",Thriller,m2212,1934,2,9,30,54,33,33,54,215,75.7
2003,2184,"Trouble with Harry, The (1955)",Mystery|Thriller,m2184,1955,3,14,48,56,26,26,56,229,75.60000000000001
393,407,In the Mouth of Madness (1995),Horror|Thriller,m407,1995,33,37,57,46,20,20,46,259,75.6
2138,2331,Living Out Loud (1998),Comedy|Romance,m2331,1998,9,30,66,60,14,14,60,253,75.6
1282,1381,Grease 2 (1982),Comedy|Musical|Romance,m1381,1982,131,88,58,16,10,10,16,329,75.6
1695,1875,Clockwatchers (1997),Comedy,m1875,1997,4,26,58,52,24,24,52,240,75.6
2452,2654,"Wolf Man, The (1941)",Horror,m2654,1941,4,6,39,54,31,31,54,219,75.5
212,218,Boys on the Side (1995),Comedy|Drama,m218,1995,14,30,85,49,17,17,49,261,75.4
41,42,Dead Presidents (1995),Action|Crime|Drama,m42,1995,22,54,87,47,11,11,47,279,75.4
2325,2520,Airport (1970),Drama,m2520,1970,15,33,59,55,17,17,55,251,75.2
2263,2456,"Fly II, The (1989)",Horror|Sci-Fi,m2456,1989,69,96,84,31,4,4,31,319,75.10000000000001
2168,2361,Pink Flamingos (1972),Comedy,m2361,1972,25,15,42,49,27,27,49,234,75.0
1896,2077,"Journey of Natty Gann, The (1985)",Adventure|Children's,m2077,1985,3,14,54,70,13,13,70,237,74.9
2466,2668,Swamp Thing (1982),Horror|Sci-Fi,m2668,1982,39,93,103,32,6,6,32,311,74.8
2087,2279,Urban Legend (1998),Horror|Thriller,m2279,1998,32,68,73,38,15,15,38,279,74.7
1605,1762,Deep Rising (1998),Action|Horror|Sci-Fi,m1762,1998,37,50,85,46,9,9,46,282,74.7
198,204,Under Siege 2: Dark Territory (1995),Action,m204,1995,23,44,72,54,10,10,54,267,74.60000000000001
328,338,Virtuosity (1995),Sci-Fi|Thriller,m338,1995,25,44,96,44,12,12,44,277,74.60000000000001
2260,2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,m2453,1986,7,28,67,62,12,12,62,250,74.6
1758,1938,"Lost Weekend, The (1945)",Drama,m1938,1945,0,6,27,61,28,28,61,211,74.5
2397,2596,SLC Punk! (1998),Comedy|Drama,m2596,1998,8,10,40,50,31,31,50,220,74.5
887,948,Giant (1956),Drama,m948,1956,2,10,31,62,25,25,62,217,74.5
2639,2846,"Adventures of Milo and Otis, The (1986)",Children's,m2846,1986,10,13,68,56,19,19,56,241,74.5
2792,3004,"Bachelor, The (1999)",Comedy|Romance,m3004,1999,56,70,80,41,5,5,41,298,74.4
2219,2412,Rocky V (1990),Action|Drama,m2412,1990,106,78,55,26,9,9,26,309,74.10000000000001
3101,3327,Beyond the Mat (2000),Documentary,m3327,2000,16,10,26,51,31,31,51,216,74.0
3541,3784,"Kid, The (2000)",Comedy,m3784,2000,18,19,54,54,20,20,54,239,74.0
2127,2320,Apt Pupil (1998),Drama|Thriller,m2320,1998,9,40,69,60,9,9,60,256,73.7
1625,1794,Love and Death on Long Island (1997),Comedy|Drama,m1794,1997,6,19,45,66,15,15,66,232,73.7
3296,3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,m3529,1981,2,19,56,60,18,18,60,233,73.6
3316,3550,"Hunger, The (1983)",Horror,m3550,1983,4,21,62,48,25,25,48,233,73.5
1942,2123,All Dogs Go to Heaven (1989),Animation|Children's,m2123,1989,32,29,96,51,7,7,51,273,73.4
2724,2932,Days of Heaven (1978),Drama,m2932,1978,1,11,24,38,44,44,38,200,73.4
996,1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,m1064,1996,24,45,82,45,13,13,45,267,73.4
1941,2122,Children of the Corn (1984),Horror|Thriller,m2122,1984,66,54,62,45,6,6,45,284,73.30000000000001
79,81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,m81,1995,17,28,47,59,15,15,59,240,73.2
2729,2937,"Palm Beach Story, The (1942)",Comedy,m2937,1942,0,2,18,32,52,52,32,188,73.2
1354,1464,Lost Highway (1997),Mystery,m1464,1997,14,24,29,53,25,25,53,223,73.0
3273,3506,North Dallas Forty (1979),Comedy|Drama,m3506,1979,3,20,70,61,13,13,61,241,73.0
1879,2060,BASEketball (1998),Comedy,m2060,1998,23,41,56,40,23,23,40,246,72.7
2364,2560,Ravenous (1999),Drama|Horror,m2560,1999,24,23,56,46,22,22,46,239,72.6
3270,3503,Solaris (Solyaris) (1972),Drama|Sci-Fi,m3503,1972,7,25,34,50,27,27,50,220,72.5
1985,2166,Return to Paradise (1998),Drama|Romance,m2166,1998,5,17,45,52,25,25,52,221,72.30000000000001
2206,2399,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,m2399,1985,40,56,76,40,11,11,40,274,72.30000000000001
1214,1306,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi,m1306,1991,8,13,39,41,35,35,41,212,72.2
1834,2014,Freaky Friday (1977),Children's|Comedy,m2014,1977,11,27,76,51,15,15,51,246,72.0
1321,1425,Fierce Creatures (1997),Comedy,m1425,1997,7,24,67,53,17,17,53,238,72.0
1661,1840,He Got Game (1998),Drama,m1840,1998,5,13,65,70,7,7,70,237,71.9
1430,1554,"Pillow Book, The (1995)",Drama|Romance,m1554,1995,8,22,30,52,26,26,52,216,71.80000000000001
399,413,Airheads (1994),Comedy,m413,1994,45,74,83,37,6,6,37,288,71.7
2756,2967,"Bad Seed, The (1956)",Drama|Thriller,m2967,1956,3,10,34,49,31,31,49,207,71.60000000000001
2071,2261,One Crazy Summer (1986),Comedy,m2261,1986,6,25,59,52,19,19,52,232,71.5
784,836,Chain Reaction (1996),Action|Adventure|Thriller,m836,1996,37,59,95,41,5,5,41,283,71.4
3014,3238,Eye of the Beholder (1999),Thriller,m3238,1999,104,63,67,26,7,7,26,300,71.3
2362,2558,Forces of Nature (1999),Comedy|Romance,m2558,1999,25,62,102,40,6,6,40,281,71.2
1972,2153,"Avengers, The (1998)",Action|Adventure,m2153,1998,117,87,60,16,8,8,16,312,71.2
193,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,m199,1964,9,4,23,45,36,36,45,198,71.1
3521,3764,F/X 2 (1992),Action|Crime|Thriller,m3764,1992,31,72,99,40,3,3,40,288,71.1
118,123,Chungking Express (1994),Drama|Mystery|Romance,m123,1994,4,9,20,47,35,35,47,197,71.0
3581,3825,Coyote Ugly (2000),Drama,m3825,2000,37,44,64,42,14,14,42,257,71.0
2073,2263,"Seventh Sign, The (1988)",Thriller,m2263,1988,16,28,63,58,10,10,58,243,71.0
596,611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,m611,1996,68,42,57,34,15,15,34,265,70.7
1885,2066,Out of the Past (1947),Film-Noir,m2066,1947,1,1,23,37,44,44,37,187,70.5
1910,2091,Return from Witch Mountain (1978),Children's|Sci-Fi,m2091,1978,35,34,57,44,16,16,44,246,70.4
2177,2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,m2370,1985,1,18,45,63,15,15,63,220,70.4
345,355,"Flintstones, The (1994)",Children's|Comedy,m355,1994,61,89,86,24,7,7,24,298,70.3
1611,1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,m1772,1998,59,68,59,33,11,11,33,274,70.2
17,18,Four Rooms (1995),Thriller,m18,1995,8,20,59,51,19,19,51,227,70.2
1755,1935,How Green Was My Valley (1941),Drama,m1935,1941,0,6,16,54,31,31,54,192,70.10000000000001
1871,2052,Hocus Pocus (1993),Children's|Comedy,m2052,1993,28,44,50,46,15,15,46,244,70.1
2712,2920,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,m2920,1945,1,6,11,37,45,45,37,182,70.0
1370,1484,"Daytrippers, The (1996)",Mystery,m1484,1996,6,7,31,54,26,26,54,204,70.0
2437,2639,Mommie Dearest (1981),Drama,m2639,1981,13,24,57,55,14,14,55,232,69.9
269,276,Milk Money (1994),Comedy|Romance,m276,1994,33,54,94,44,3,3,44,275,69.7
450,464,Hard Target (1993),Action|Adventure|Crime|Thriller,m464,1993,29,47,91,40,9,9,40,265,69.5
86,88,Black Sheep (1996),Comedy,m88,1996,21,38,76,45,12,12,45,249,69.30000000000001
1668,1848,"Borrowers, The (1997)",Adventure|Children's|Comedy|Fantasy,m1848,1997,21,25,68,51,12,12,51,240,69.3
1717,1897,High Art (1998),Drama|Romance,m1897,1998,9,17,33,46,28,28,46,207,69.2
3511,3754,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,m3754,2000,60,47,48,39,12,12,39,257,69.10000000000001
2422,2624,After Life (1998),Drama,m2624,1998,3,5,13,40,41,41,40,183,69.1
280,289,Only You (1994),Comedy|Romance,m289,1994,1,29,60,51,17,17,51,226,69.0
2700,2907,Superstar (1999),Comedy,m2907,1999,64,50,51,36,12,12,36,261,69.0
1982,2163,Attack of the Killer Tomatoes! (1980),Comedy|Horror,m2163,1980,47,48,59,43,9,9,43,258,69.0
270,277,Miracle on 34th Street (1994),Drama,m277,1994,7,32,66,53,12,12,53,235,68.9
249,256,Junior (1994),Comedy|Sci-Fi,m256,1994,37,55,77,45,4,4,45,267,68.9
1213,1305,"Paris, Texas (1984)",Drama,m1305,1984,2,8,34,46,31,31,46,198,68.9
1248,1346,Cat People (1982),Horror,m1346,1982,6,36,72,40,20,20,40,234,68.80000000000001
324,334,Vanya on 42nd Street (1994),Drama,m334,1994,4,7,25,43,35,35,43,192,68.80000000000001
2413,2615,My Science Project (1985),Adventure|Sci-Fi,m2615,1985,16,32,82,52,7,7,52,248,68.7
3098,3324,Drowning Mona (2000),Comedy,m3324,2000,34,46,54,43,13,13,43,246,68.6
2215,2408,Cocoon: The Return (1988),Comedy|Sci-Fi,m2408,1988,39,81,108,25,6,6,25,290,68.5
2699,2906,Random Hearts (1999),Drama|Romance,m2906,1999,61,86,68,30,5,5,30,285,68.5
1000,1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,m1069,1944,3,4,23,48,32,32,48,190,68.4
1857,2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi,m2038,1978,22,41,83,38,14,14,38,250,68.4
528,542,Son in Law (1993),Comedy,m542,1993,44,38,73,43,8,8,43,257,68.30000000000001
1103,1192,Paris Is Burning (1990),Documentary,m1192,1990,3,4,20,38,40,40,38,183,68.0
2229,2422,"Karate Kid III, The (1989)",Action|Adventure|Drama,m2422,1989,88,97,80,20,1,1,20,307,67.9
2732,2940,Gilda (1946),Film-Noir,m2940,1946,2,2,24,44,35,35,44,186,67.9
536,550,Threesome (1994),Comedy|Romance,m550,1994,18,35,67,42,16,16,42,236,67.80000000000001
1926,2107,Halloween: H20 (1998),Horror|Thriller,m2107,1998,36,52,59,42,10,10,42,251,67.80000000000001
3668,3915,Girlfight (2000),Drama,m3915,2000,12,13,29,44,29,29,44,200,67.7
2630,2836,Outside Providence (1999),Comedy,m2836,1999,5,18,74,56,10,10,56,229,67.60000000000001
3237,3470,Dersu Uzala (1974),Adventure|Drama,m3470,1974,1,0,10,38,43,43,38,173,67.5
2184,2377,Lifeforce (1985),Horror|Sci-Fi,m2377,1985,22,36,69,42,14,14,42,239,67.4
2784,2996,Music of the Heart (1999),Drama,m2996,1999,12,16,34,45,26,26,45,204,67.30000000000001
1528,1665,Bean (1997),Comedy,m1665,1997,36,52,62,39,11,11,39,250,67.2
1327,1431,Beverly Hills Ninja (1997),Action|Comedy,m1431,1997,43,66,85,29,9,9,29,270,67.2
151,157,Canadian Bacon (1994),Comedy|War,m157,1994,35,47,51,41,13,13,41,241,67.0
3038,3262,Twin Peaks: Fire Walk with Me (1992),Drama|Mystery,m3262,1992,24,37,41,42,19,19,42,224,66.9
1844,2024,"Rapture, The (1991)",Drama|Mystery,m2024,1991,6,27,48,48,19,19,48,215,66.9
1803,1983,Halloween II (1981),Horror,m1983,1981,30,54,62,32,17,17,32,244,66.9
1761,1941,Hamlet (1948),Drama,m1941,1948,6,6,26,41,34,34,41,188,66.9
1862,2043,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy,m2043,1959,11,14,68,51,14,14,51,223,66.9
2062,2252,Hero (1992),Comedy|Drama,m2252,1992,13,37,81,44,11,11,44,241,66.9
3528,3771,"Golden Voyage of Sinbad, The (1974)",Action|Adventure,m3771,1974,3,16,65,52,15,15,52,218,66.7
1352,1461,Vegas Vacation (1997),Comedy,m1461,1997,37,69,66,37,7,7,37,260,66.6
1961,2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,m2142,1991,23,46,83,40,9,9,40,250,66.5
3250,3483,"Road to El Dorado, The (2000)",Animation|Children's,m3483,2000,21,28,58,50,11,11,50,229,66.30000000000001
3619,3865,"Original Kings of Comedy, The (2000)",Comedy|Documentary,m3865,2000,11,29,41,47,19,19,47,213,66.2
2250,2443,Playing by Heart (1998),Drama|Romance,m2443,1998,6,11,38,44,27,27,44,197,66.10000000000001
2310,2504,200 Cigarettes (1999),Comedy|Drama,m2504,1999,23,42,61,43,12,12,43,236,66.1
1966,2147,"Clan of the Cave Bear, The (1986)",Drama,m2147,1986,36,74,83,34,4,4,34,269,66.0
2719,2927,Brief Encounter (1946),Drama|Romance,m2927,1946,4,1,18,36,40,40,36,175,65.8
2079,2269,Indecent Proposal (1993),Drama,m2269,1993,19,65,89,42,2,2,42,261,65.8
490,504,No Escape (1994),Action|Sci-Fi,m504,1994,16,44,63,42,13,13,42,233,65.7
1101,1190,Tie Me Up! Tie Me Down! (1990),Drama,m1190,1990,3,17,41,52,19,19,52,203,65.7
846,907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,m907,1934,4,3,21,46,31,31,46,182,65.69999999999999
670,700,Angus (1995),Comedy,m700,1995,8,21,50,48,18,18,48,211,65.6
2243,2436,Tea with Mussolini (1999),Comedy,m2436,1999,4,17,29,47,25,25,47,194,65.4
180,186,Nine Months (1995),Comedy,m186,1995,24,52,91,38,6,6,38,255,65.4
2802,3015,Coma (1978),Thriller,m3015,1978,2,23,51,55,13,13,55,212,65.4
3207,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy,m3439,1991,90,74,61,17,9,9,17,277,65.0
3364,3604,Gypsy (1962),Musical,m3604,1962,4,3,44,46,25,25,46,193,64.9
1650,1827,"Big One, The (1997)",Comedy|Documentary,m1827,1997,2,4,21,40,35,35,40,177,64.9
1658,1836,"Last Days of Disco, The (1998)",Drama,m1836,1998,8,29,30,49,19,19,49,203,64.8
3163,3394,Blind Date (1987),Comedy|Romance,m3394,1987,30,58,79,37,6,6,37,253,64.7
519,533,"Shadow, The (1994)",Action,m533,1994,25,55,77,41,5,5,41,249,64.60000000000001
1373,1487,Selena (1997),Drama|Musical,m1487,1997,15,30,57,49,11,11,49,222,64.60000000000001
1264,1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,m1362,1970,3,3,20,36,38,38,36,174,64.6
2076,2266,"Butcher's Wife, The (1991)",Comedy|Romance,m2266,1991,14,52,81,41,7,7,41,243,64.4
949,1014,Pollyanna (1960),Children's|Comedy|Drama,m1014,1960,10,15,47,38,26,26,38,200,64.4
1261,1359,Jingle All the Way (1996),Adventure|Children's|Comedy,m1359,1996,48,64,73,30,7,7,30,259,64.30000000000001
1634,1806,Paulie (1998),Adventure|Children's|Comedy,m1806,1998,24,38,49,46,11,11,46,225,64.3
2135,2328,Vampires (1998),Horror,m2328,1998,26,42,52,38,15,15,38,226,64.1
2303,2497,Message in a Bottle (1999),Romance,m2497,1999,26,45,45,39,15,15,39,224,64.0
917,978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,m978,1930,6,4,17,36,37,37,36,173,63.9
498,512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,m512,1994,22,43,63,38,13,13,38,230,63.9
3100,3326,What Planet Are You From? (2000),Comedy|Sci-Fi,m3326,2000,23,43,64,37,13,13,37,230,63.6
509,523,Ruby in Paradise (1993),Drama,m523,1993,2,12,31,51,21,21,51,189,63.6
609,627,"Last Supper, The (1995)",Drama|Thriller,m627,1995,3,14,35,45,24,24,45,190,63.5
1791,1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror,m1971,1988,71,75,68,23,5,5,23,270,63.4
2547,2752,Outrageous Fortune (1987),Comedy|Mystery,m2752,1987,10,45,81,40,9,9,40,234,63.300000000000004
752,798,Daylight (1996),Action|Adventure|Thriller,m798,1996,25,57,79,39,4,4,39,247,63.10000000000001
951,1016,"Shaggy Dog, The (1959)",Children's|Comedy,m1016,1959,5,27,65,47,12,12,47,215,63.1
1867,2048,"Great Mouse Detective, The (1986)",Animation|Children's,m2048,1986,5,10,50,47,19,19,47,197,63.00000000000001
45,46,How to Make an American Quilt (1995),Drama|Romance,m46,1995,11,26,74,44,11,11,44,221,62.900000000000006
1035,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,m1111,1996,1,3,15,42,33,33,42,169,62.900000000000006
